gender,household_income,employment,age_group,race_ethnicity,education,n
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,Doctorate degree,4
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,High school graduate,281
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,Masters degree,60
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,Middle School - Grades 4 - 8,3
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,Other post high school vocational training,32
Female,"$35,000 to $39,999",employed,48 to 57,chinese,3rd Grade or less,4
Female,"$35,000 to $39,999",employed,48 to 57,chinese,Associate Degree,9
Female,"$35,000 to $39,999",employed,48 to 57,chinese,"College Degree (such as B.A., B.S.)",22
Female,"$35,000 to $39,999",employed,48 to 57,chinese,"Completed some college, but no degree",19
Female,"$35,000 to $39,999",employed,48 to 57,chinese,Completed some high school,4
Female,"$35,000 to $39,999",employed,48 to 57,chinese,Doctorate degree,1
Female,"$35,000 to $39,999",employed,48 to 57,chinese,High school graduate,30
Female,"$35,000 to $39,999",employed,48 to 57,chinese,Masters degree,15
Female,"$35,000 to $39,999",employed,48 to 57,chinese,Middle School - Grades 4 - 8,4
Female,"$35,000 to $39,999",employed,48 to 57,chinese,Other post high school vocational training,1
Female,"$35,000 to $39,999",employed,48 to 57,japanese,Associate Degree,6
Female,"$35,000 to $39,999",employed,48 to 57,japanese,"College Degree (such as B.A., B.S.)",6
Female,"$35,000 to $39,999",employed,48 to 57,japanese,"Completed some college, but no degree",3
Female,"$35,000 to $39,999",employed,48 to 57,japanese,High school graduate,2
Female,"$35,000 to $39,999",employed,48 to 57,japanese,Masters degree,1
Female,"$35,000 to $39,999",employed,48 to 57,japanese,Other post high school vocational training,2
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,3rd Grade or less,23
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,Associate Degree,41
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,"College Degree (such as B.A., B.S.)",93
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,"Completed some college, but no degree",61
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,Completed some high school,7
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,High school graduate,100
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,Masters degree,25
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,Middle School - Grades 4 - 8,1
Female,"$35,000 to $39,999",employed,48 to 57,other asian or pacific islander,Other post high school vocational training,6
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec",3rd Grade or less,29
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec",Associate Degree,57
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec","College Degree (such as B.A., B.S.)",54
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec","Completed some college, but no degree",119
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec",Completed some high school,28
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec",Doctorate degree,2
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec",High school graduate,140
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec",Masters degree,12
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec",Middle School - Grades 4 - 8,31
Female,"$35,000 to $39,999",employed,48 to 57,"other race, nec",Other post high school vocational training,35
Female,"$35,000 to $39,999",employed,48 to 57,white,3rd Grade or less,43
Female,"$35,000 to $39,999",employed,48 to 57,white,Associate Degree,1158
Female,"$35,000 to $39,999",employed,48 to 57,white,"College Degree (such as B.A., B.S.)",1448
Female,"$35,000 to $39,999",employed,48 to 57,white,"Completed some college, but no degree",2122
Female,"$35,000 to $39,999",employed,48 to 57,white,Completed some high school,103
Female,"$35,000 to $39,999",employed,48 to 57,white,Doctorate degree,25
Female,"$35,000 to $39,999",employed,48 to 57,white,High school graduate,2030
Female,"$35,000 to $39,999",employed,48 to 57,white,Masters degree,551
Female,"$35,000 to $39,999",employed,48 to 57,white,Middle School - Grades 4 - 8,39
Female,"$35,000 to $39,999",employed,48 to 57,white,Other post high school vocational training,292
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,3rd Grade or less,3
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,Associate Degree,16
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,"College Degree (such as B.A., B.S.)",7
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,"Completed some college, but no degree",28
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,Completed some high school,3
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,High school graduate,20
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,Masters degree,4
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,Middle School - Grades 4 - 8,4
Female,"$35,000 to $39,999",employed,58 to 67,american indian or alaska native,Other post high school vocational training,3
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,3rd Grade or less,6
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,Associate Degree,111
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,"College Degree (such as B.A., B.S.)",121
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,"Completed some college, but no degree",262
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,Completed some high school,34
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,Doctorate degree,3
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,High school graduate,271
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,Masters degree,56
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,Middle School - Grades 4 - 8,8
Female,"$35,000 to $39,999",employed,58 to 67,black/african american/negro,Other post high school vocational training,30
Female,"$35,000 to $39,999",employed,58 to 67,chinese,3rd Grade or less,3
Female,"$35,000 to $39,999",employed,58 to 67,chinese,Associate Degree,8
Female,"$35,000 to $39,999",employed,58 to 67,chinese,"College Degree (such as B.A., B.S.)",21
Female,"$35,000 to $39,999",employed,58 to 67,chinese,"Completed some college, but no degree",13
Female,"$35,000 to $39,999",employed,58 to 67,chinese,Completed some high school,3
Female,"$35,000 to $39,999",employed,58 to 67,chinese,Doctorate degree,2
Female,"$35,000 to $39,999",employed,58 to 67,chinese,High school graduate,26
Female,"$35,000 to $39,999",employed,58 to 67,chinese,Masters degree,5
Female,"$35,000 to $39,999",employed,58 to 67,chinese,Middle School - Grades 4 - 8,1
Female,"$35,000 to $39,999",employed,58 to 67,chinese,Other post high school vocational training,4
Female,"$35,000 to $39,999",employed,58 to 67,japanese,Associate Degree,8
Female,"$35,000 to $39,999",employed,58 to 67,japanese,"College Degree (such as B.A., B.S.)",8
Female,"$35,000 to $39,999",employed,58 to 67,japanese,"Completed some college, but no degree",4
Female,"$35,000 to $39,999",employed,58 to 67,japanese,High school graduate,5
Female,"$35,000 to $39,999",employed,58 to 67,japanese,Masters degree,1
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,3rd Grade or less,10
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,Associate Degree,26
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,"College Degree (such as B.A., B.S.)",89
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,"Completed some college, but no degree",45
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,Completed some high school,11
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,Doctorate degree,1
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,High school graduate,64
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,Masters degree,25
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,Middle School - Grades 4 - 8,4
Female,"$35,000 to $39,999",employed,58 to 67,other asian or pacific islander,Other post high school vocational training,6
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec",3rd Grade or less,15
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec",Associate Degree,20
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec","College Degree (such as B.A., B.S.)",31
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec","Completed some college, but no degree",55
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec",Completed some high school,21
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec",Doctorate degree,3
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec",High school graduate,76
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec",Masters degree,12
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec",Middle School - Grades 4 - 8,19
Female,"$35,000 to $39,999",employed,58 to 67,"other race, nec",Other post high school vocational training,15
Female,"$35,000 to $39,999",employed,58 to 67,white,3rd Grade or less,49
Female,"$35,000 to $39,999",employed,58 to 67,white,Associate Degree,903
Female,"$35,000 to $39,999",employed,58 to 67,white,"College Degree (such as B.A., B.S.)",1038
Female,"$35,000 to $39,999",employed,58 to 67,white,"Completed some college, but no degree",1797
Female,"$35,000 to $39,999",employed,58 to 67,white,Completed some high school,117
Female,"$35,000 to $39,999",employed,58 to 67,white,Doctorate degree,31
Female,"$35,000 to $39,999",employed,58 to 67,white,High school graduate,2060
Female,"$35,000 to $39,999",employed,58 to 67,white,Masters degree,456
Female,"$35,000 to $39,999",employed,58 to 67,white,Middle School - Grades 4 - 8,41
Female,"$35,000 to $39,999",employed,58 to 67,white,Other post high school vocational training,277
Female,"$35,000 to $39,999",employed,68 to 77,american indian or alaska native,Associate Degree,1
Female,"$35,000 to $39,999",employed,68 to 77,american indian or alaska native,"College Degree (such as B.A., B.S.)",2
Female,"$35,000 to $39,999",employed,68 to 77,american indian or alaska native,"Completed some college, but no degree",4
Female,"$35,000 to $39,999",employed,68 to 77,american indian or alaska native,Completed some high school,1
Female,"$35,000 to $39,999",employed,68 to 77,american indian or alaska native,High school graduate,3
Female,"$35,000 to $39,999",employed,68 to 77,american indian or alaska native,Other post high school vocational training,3
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,3rd Grade or less,2
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,Associate Degree,19
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,"College Degree (such as B.A., B.S.)",19
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,"Completed some college, but no degree",53
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,Completed some high school,13
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,Doctorate degree,2
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,High school graduate,66
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,Masters degree,17
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,Middle School - Grades 4 - 8,4
Female,"$35,000 to $39,999",employed,68 to 77,black/african american/negro,Other post high school vocational training,10
Female,"$35,000 to $39,999",employed,68 to 77,chinese,3rd Grade or less,1
Female,"$35,000 to $39,999",employed,68 to 77,chinese,Associate Degree,2
Female,"$35,000 to $39,999",employed,68 to 77,chinese,"College Degree (such as B.A., B.S.)",3
Female,"$35,000 to $39,999",employed,68 to 77,chinese,Doctorate degree,1
Female,"$35,000 to $39,999",employed,68 to 77,chinese,High school graduate,3
Female,"$35,000 to $39,999",employed,68 to 77,chinese,Masters degree,3
Female,"$35,000 to $39,999",employed,68 to 77,japanese,Associate Degree,2
Female,"$35,000 to $39,999",employed,68 to 77,japanese,"College Degree (such as B.A., B.S.)",3
Female,"$35,000 to $39,999",employed,68 to 77,japanese,"Completed some college, but no degree",2
